0.000000	0.000000
0.005333	220.192917
0.010667	220.111816
0.016000	220.079697
0.021333	220.062469
0.026667	220.054855
0.032000	220.056320
0.037333	220.061157
0.042667	220.062103
0.048000	220.058563
0.053333	220.055786
0.058667	220.058304
0.064000	220.061996
0.069333	220.061356
0.074667	220.057266
0.080000	220.056030
0.085333	220.059692
0.090667	220.062378
0.096000	220.060181
0.101333	220.056290
0.106667	220.056839
0.112000	220.060944
0.117333	220.062210
0.122667	220.058838
0.128000	220.055817
0.133333	220.058029
0.138667	220.061859
0.144000	220.061539
0.149333	220.057510
0.154667	220.055939
0.160000	220.059418
0.165333	220.062347
0.170667	220.060440
0.176000	220.056442
0.181333	220.056641
0.186667	220.060715
0.192000	220.062302
0.197333	220.059113
0.202667	220.055862
0.208000	220.057785
0.213333	220.061707
0.218667	220.061707
0.224000	220.057770
0.229333	220.055862
0.234667	220.059143
0.240000	220.062302
0.245333	220.060699
0.250667	220.056625
0.256000	220.056458
0.261333	220.060455
0.266667	220.062347
0.272000	220.059387
0.277333	220.055939
0.282667	220.057526
0.288000	220.061539
0.293333	220.061859
0.298667	220.058029
0.304000	220.055817
0.309333	220.058868
0.314667	220.062210
0.320000	220.060928
0.325333	220.056824
0.330667	220.056305
0.336000	220.060211
0.341333	220.064316
0.346667	220.101166
0.352000	220.299484
0.357333	293.342041
0.362667	293.622803
0.368000	293.710388
0.373333	293.735596
0.378667	293.738159
0.384000	293.738525
0.389333	293.738556
0.394667	293.738556
0.400000	293.738586
0.405333	293.738556
0.410667	293.738556
0.416000	293.738647
0.421333	293.738617
0.426667	293.738525
0.432000	293.738556
0.437333	293.738617
0.442667	293.738556
0.448000	293.738525
0.453333	293.738586
0.458667	293.738617
0.464000	293.738647
0.469333	293.738617
0.474667	293.738556
0.480000	293.738586
0.485333	293.738617
0.490667	293.738556
0.496000	293.738556
0.501333	293.738586
0.506667	293.738586
0.512000	293.738556
0.517333	293.738556
0.522667	293.738617
0.528000	293.738556
0.533333	293.738525
0.538667	293.738556
0.544000	293.738586
0.549333	293.738586
0.554667	293.738617
0.560000	293.738617
0.565333	293.738556
0.570667	293.738556
0.576000	293.738556
0.581333	293.738678
0.586667	293.741119
0.592000	293.749878
0.597333	0.000000
0.602667	0.000000
0.608000	0.000000
0.613333	0.000000
0.618667	0.000000
0.624000	0.000000
0.629333	0.000000
0.634667	0.000000
0.640000	0.000000
0.645333	0.000000
0.650667	0.000000
0.656000	0.000000
0.661333	0.000000
0.666667	0.000000
0.672000	0.000000
0.677333	0.000000
0.682667	294.263428
0.688000	293.898621
0.693333	293.810150
0.698667	293.770294
0.704000	293.748932
0.709333	293.739380
0.714667	293.737976
0.720000	293.738617
0.725333	293.738647
0.730667	293.738586
0.736000	293.738586
0.741333	293.738617
0.746667	293.738556
0.752000	293.738495
0.757333	293.738556
0.762667	293.738617
0.768000	293.738556
0.773333	293.738586
0.778667	293.738617
0.784000	293.738586
0.789333	293.738586
0.794667	293.738617
0.800000	293.738586
0.805333	293.738556
0.810667	293.738556
0.816000	293.738556
0.821333	293.738586
0.826667	293.738617
0.832000	293.738586
0.837333	293.738556
0.842667	293.738586
0.848000	293.738647
0.853333	293.738556
0.858667	293.738556
0.864000	293.738556
0.869333	293.738556
0.874667	293.738525
0.880000	293.738586
0.885333	293.738617
0.890667	293.738586
0.896000	293.738586
0.901333	293.738617
0.906667	293.738617
0.912000	293.738556
0.917333	293.738556
0.922667	293.738678
0.928000	293.741547
0.933333	293.751038
0.938667	0.000000
0.944000	0.000000
0.949333	0.000000
0.954667	0.000000
0.960000	0.000000
0.965333	0.000000
0.970667	0.000000
0.976000	0.000000
0.981333	0.000000
0.986667	0.000000
0.992000	0.000000
0.997333	0.000000
1.002667	0.000000
1.008000	0.000000
1.013333	0.000000
1.018667	0.000000
1.024000	330.137726
1.029333	329.829651
1.034667	329.743195
1.040000	329.700989
1.045333	329.677765
1.050667	329.667480
1.056000	329.666077
1.061333	329.666199
1.066667	329.665955
1.072000	329.665924
1.077333	329.666077
1.082667	329.666229
1.088000	329.666351
1.093333	329.666199
1.098667	329.665985
1.104000	329.665985
1.109333	329.666107
1.114667	329.666199
1.120000	329.666321
1.125333	329.666229
1.130667	329.666046
1.136000	329.665955
1.141333	329.666138
1.146667	329.666321
1.152000	329.666351
1.157333	329.666199
1.162667	329.665985
1.168000	329.665985
1.173333	329.666138
1.178667	329.666229
1.184000	329.666321
1.189333	329.666260
1.194667	329.666077
1.200000	329.665985
1.205333	329.666138
1.210667	329.666260
1.216000	329.666321
1.221333	329.666199
1.226667	329.666046
1.232000	329.666046
1.237333	329.666168
1.242667	329.666260
1.248000	329.666351
1.253333	329.666260
1.258667	329.666077
1.264000	329.665985
1.269333	329.666138
1.274667	329.666260
1.280000	329.666351
1.285333	329.666260
1.290667	329.666077
1.296000	329.666046
1.301333	329.666168
1.306667	329.666260
1.312000	329.666321
1.317333	329.666229
1.322667	329.666077
1.328000	329.666046
1.333333	329.666168
1.338667	329.666260
1.344000	329.666382
1.349333	329.666321
1.354667	329.666107
1.360000	329.666199
1.365333	329.705597
1.370667	330.015106
1.376000	331.153931
1.381333	347.292297
1.386667	348.788513
1.392000	349.224030
1.397333	349.309357
1.402667	349.311707
1.408000	349.311859
1.413333	349.311829
1.418667	349.311798
1.424000	349.311737
1.429333	349.311798
1.434667	349.311829
1.440000	349.311829
1.445333	349.311829
1.450667	349.311829
1.456000	349.311859
1.461333	349.311829
1.466667	349.311737
1.472000	349.311798
1.477333	349.311859
1.482667	349.311859
1.488000	349.311798
1.493333	349.311798
1.498667	349.311829
1.504000	349.311859
1.509333	349.311829
1.514667	349.311798
1.520000	349.311798
1.525333	349.311798
1.530667	349.311798
1.536000	349.311829
1.541333	349.311829
1.546667	349.311798
1.552000	349.311829
1.557333	349.311829
1.562667	349.311798
1.568000	349.311798
1.573333	349.311829
1.578667	349.311829
1.584000	349.311798
1.589333	349.311798
1.594667	349.311859
1.600000	349.311859
1.605333	349.312103
1.610667	349.315948
1.616000	349.327484
1.621333	0.000000
1.626667	0.000000
1.632000	0.000000
1.637333	0.000000
1.642667	0.000000
1.648000	0.000000
1.653333	0.000000
1.658667	0.000000
1.664000	0.000000
1.669333	0.000000
1.674667	0.000000
1.680000	0.000000
1.685333	0.000000
1.690667	0.000000
1.696000	0.000000
1.701333	0.000000
1.706667	349.690155
1.712000	349.453705
1.717333	349.377380
1.722667	349.339539
1.728000	349.319366
1.733333	349.311707
1.738667	349.311554
1.744000	349.311859
1.749333	349.311829
1.754667	349.311829
1.760000	349.311829
1.765333	349.311829
1.770667	349.311829
1.776000	349.311829
1.781333	349.311798
1.786667	349.311798
1.792000	349.311829
1.797333	349.311829
1.802667	349.311798
1.808000	349.311798
1.813333	349.311859
1.818667	349.311859
1.824000	349.311798
1.829333	349.311737
1.834667	349.311829
1.840000	349.311890
1.845333	349.311829
1.850667	349.311798
1.856000	349.311829
1.861333	349.311859
1.866667	349.311829
1.872000	349.311798
1.877333	349.311798
1.882667	349.311798
1.888000	349.311798
1.893333	349.311798
1.898667	349.311829
1.904000	349.311829
1.909333	349.311859
1.914667	349.311829
1.920000	349.311798
1.925333	349.311829
1.930667	349.311890
1.936000	349.311859
1.941333	349.311798
1.946667	349.312225
1.952000	349.316833
1.957333	349.329132
1.962667	0.000000
1.968000	0.000000
1.973333	0.000000
1.978667	0.000000
1.984000	0.000000
1.989333	0.000000
1.994667	0.000000
2.000000	0.000000
2.005333	0.000000
2.010667	0.000000
2.016000	0.000000
2.021333	0.000000
2.026667	0.000000
2.032000	0.000000
2.037333	0.000000
2.042667	0.000000
2.048000	392.343170
2.053333	392.171265
2.058667	392.121490
2.064000	392.098816
2.069333	392.088440
2.074667	392.086365
2.080000	392.087830
2.085333	392.088043
2.090667	392.088074
2.096000	392.088104
2.101333	392.088104
2.106667	392.088135
2.112000	392.088135
2.117333	392.088074
2.122667	392.088043
2.128000	392.088013
2.133333	392.088074
2.138667	392.088104
2.144000	392.088135
2.149333	392.088165
2.154667	392.088196
2.160000	392.088165
2.165333	392.088135
2.170667	392.088074
2.176000	392.088043
2.181333	392.087982
2.186667	392.088013
2.192000	392.088074
2.197333	392.088135
2.202667	392.088165
2.208000	392.088135
2.213333	392.086517
2.218667	392.009003
2.224000	391.592529
2.229333	390.310150
2.234667	351.186676
2.240000	349.773315
2.245333	349.372375
2.250667	349.312836
2.256000	349.311951
2.261333	349.311829
2.266667	349.311829
2.272000	349.311829
2.277333	349.311798
2.282667	349.311798
2.288000	349.311798
2.293333	349.311859
2.298667	349.311829
2.304000	349.311798
2.309333	349.311798
2.314667	349.311829
2.320000	349.311829
2.325333	349.311829
2.330667	349.311798
2.336000	349.311798
